,Unnamed: 0,lasttime,duration,areatime,tqv_values,maxarea,filename,ymdh,firsttime,dur_days,yyyy,mm,coastlat
0,10,2018-12-31 23:00:00,7 days 14:00:00,6320.271948143437,55.0,115.7755535553382,2018_12_31_23_lat10p00S.geojson,2018_12_31_23,2018-12-24 09:00:00,7,2018,12,-10.0
1,11,2018-12-26 03:00:00,2 days 10:00:00,992.494979563812,55.0,24.14266269983416,2018_12_26_03_lat3p623N.geojson,2018_12_26_03,2018-12-23 17:00:00,2,2018,12,3.623
2,12,2018-12-23 19:00:00,0 days 03:00:00,6.796218048599317,55.0,2.213510623296854,2018_12_23_19_lat20p76S.geojson,2018_12_23_19,2018-12-22 16:00:00,0,2018,12,-20.76
3,13,2018-12-23 06:00:00,0 days 12:00:00,39.61169783922933,55.0,3.661036875520331,2018_12_23_06_lat21p01S.geojson,2018_12_23_06,2018-12-21 18:00:00,0,2018,12,-21.01
4,14,2018-12-21 05:00:00,0 days 02:00:00,4.811527683005498,55.0,2.0778423550607825,2018_12_21_05_lat10p80S.geojson,2018_12_21_05,2018-12-20 03:00:00,0,2018,12,-10.8
5,15,2018-12-20 03:00:00,0 days 00:00:00,1.032786076190714,55.0,1.032786076190714,2018_12_20_03_lat17p93S.geojson,2018_12_20_03,2018-12-19 03:00:00,0,2018,12,-17.93
6,16,2018-12-20 02:00:00,0 days 00:00:00,2.015912827811717,55.0,2.015912827811717,2018_12_20_02_lat17p75S.geojson,2018_12_20_02,2018-12-19 02:00:00,0,2018,12,-17.75
7,17,2018-12-19 07:00:00,0 days 00:00:00,4.368588604546952,55.0,4.368588604546952,2018_12_19_07_lat12p98S.geojson,2018_12_19_07,2018-12-18 07:00:00,0,2018,12,-12.98
8,18,2018-12-19 06:00:00,0 days 00:00:00,3.472329951410309,55.0,3.472329951410309,2018_12_19_06_lat13p01S.geojson,2018_12_19_06,2018-12-18 06:00:00,0,2018,12,-13.01
9,19,2018-12-26 09:00:00,7 days 04:00:00,6648.870744679581,55.0,78.3476615751303,2018_12_26_09_lat13p57S.geojson,2018_12_26_09,2018-12-19 05:00:00,7,2018,12,-13.57
10,20,2018-12-26 01:00:00,6 days 20:00:00,7732.482920183101,55.0,114.53309235194888,2018_12_26_01_lat16p16S.geojson,2018_12_26_01,2018-12-19 05:00:00,6,2018,12,-16.16
11,21,2018-12-22 18:00:00,3 days 13:00:00,3393.273348410012,55.0,67.4081425467914,2018_12_22_18_lat9p548S.geojson,2018_12_22_18,2018-12-19 05:00:00,3,2018,12,-9.548
12,22,2018-12-20 01:00:00,0 days 20:00:00,455.85458854856233,55.0,36.283093454905625,2018_12_20_01_lat17p67S.geojson,2018_12_20_01,2018-12-18 05:00:00,0,2018,12,-17.67
13,23,2018-12-19 05:00:00,0 days 00:00:00,1.1342558472330335,55.0,1.1342558472330335,2018_12_19_05_lat9p106S.geojson,2018_12_19_05,2018-12-18 05:00:00,0,2018,12,-9.106
14,24,2018-12-19 05:00:00,0 days 03:00:00,7.995911720292638,55.0,2.722798522240982,2018_12_19_05_lat13p07S.geojson,2018_12_19_05,2018-12-18 02:00:00,0,2018,12,-13.07
15,25,2018-12-19 02:00:00,0 days 10:00:00,48.19907932505436,55.0,5.437584515405419,2018_12_19_02_lat8p352S.geojson,2018_12_19_02,2018-12-17 16:00:00,0,2018,12,-8.352
16,26,2018-12-18 15:00:00,0 days 00:00:00,1.8783845436489448,55.0,1.8783845436489448,2018_12_18_15_lat8p722S.geojson,2018_12_18_15,2018-12-17 15:00:00,0,2018,12,-8.722
17,27,2018-12-18 20:00:00,0 days 06:00:00,41.08668249422444,55.0,6.953956777697167,2018_12_18_20_lat17p56S.geojson,2018_12_18_20,2018-12-17 14:00:00,0,2018,12,-17.56
18,28,2018-12-18 14:00:00,0 days 00:00:00,1.1387355368957908,55.0,1.1387355368957908,2018_12_18_14_lat8p564S.geojson,2018_12_18_14,2018-12-17 14:00:00,0,2018,12,-8.564
19,29,2018-12-16 16:00:00,0 days 00:00:00,2.108293305380151,55.0,2.108293305380151,2018_12_16_16_lat14p75S.geojson,2018_12_16_16,2018-12-15 16:00:00,0,2018,12,-14.75
20,30,2018-12-18 23:00:00,2 days 10:00:00,602.7418347673702,55.0,22.110133281061053,2018_12_18_23_lat12p00S.geojson,2018_12_18_23,2018-12-16 13:00:00,2,2018,12,-12.0
21,31,2018-12-18 18:00:00,2 days 05:00:00,537.0272189822505,55.0,22.110133281061053,2018_12_18_18_lat15p55S.geojson,2018_12_18_18,2018-12-16 13:00:00,2,2018,12,-15.55
22,32,2018-12-18 02:00:00,1 days 13:00:00,407.02096582984393,55.0,22.110133281061053,2018_12_18_02_lat9p905S.geojson,2018_12_18_02,2018-12-16 13:00:00,1,2018,12,-9.905
23,33,2018-12-17 22:00:00,1 days 09:00:00,393.9778714354405,55.0,22.110133281061053,2018_12_17_22_lat8p238S.geojson,2018_12_17_22,2018-12-16 13:00:00,1,2018,12,-8.238
24,34,2018-12-16 10:00:00,0 days 00:00:00,1.0536759440249632,55.0,1.0536759440249632,2018_12_16_10_lat11p15S.geojson,2018_12_16_10,2018-12-15 10:00:00,0,2018,12,-11.15
25,35,2018-12-16 14:00:00,0 days 06:00:00,65.21338445647017,55.0,10.987387656107872,2018_12_16_14_lat12p43S.geojson,2018_12_16_14,2018-12-15 08:00:00,0,2018,12,-12.43
26,36,2018-12-16 07:00:00,0 days 00:00:00,1.2273416763251062,55.0,1.2273416763251062,2018_12_16_07_lat11p27S.geojson,2018_12_16_07,2018-12-15 07:00:00,0,2018,12,-11.27
27,37,2018-12-16 05:00:00,0 days 00:00:00,1.1554315555560584,55.0,1.1554315555560584,2018_12_16_05_lat16p94S.geojson,2018_12_16_05,2018-12-15 05:00:00,0,2018,12,-16.94
28,38,2018-12-16 03:00:00,0 days 00:00:00,1.523907008850464,55.0,1.523907008850464,2018_12_16_03_lat7p516S.geojson,2018_12_16_03,2018-12-15 03:00:00,0,2018,12,-7.516
29,39,2018-12-16 00:00:00,0 days 00:00:00,1.950770522255124,55.0,1.950770522255124,2018_12_16_00_lat15p25S.geojson,2018_12_16_00,2018-12-15 00:00:00,0,2018,12,-15.25
30,40,2018-12-16 06:00:00,0 days 07:00:00,14.970192071235829,55.0,2.69224626381783,2018_12_16_06_lat11p32S.geojson,2018_12_16_06,2018-12-14 23:00:00,0,2018,12,-11.32
31,41,2018-12-15 23:00:00,2 days 19:00:00,2804.994735970218,55.0,89.12772042142373,2018_12_15_23_lat15p11S.geojson,2018_12_15_23,2018-12-13 04:00:00,2,2018,12,-15.11
32,42,2018-12-15 02:00:00,1 days 22:00:00,2146.713015949073,55.0,89.12772042142373,2018_12_15_02_lat12p05S.geojson,2018_12_15_02,2018-12-13 04:00:00,1,2018,12,-12.05
33,43,2018-12-13 03:00:00,0 days 07:00:00,190.584749571191,55.0,46.17769790875258,2018_12_13_03_lat13p44S.geojson,2018_12_13_03,2018-12-11 20:00:00,0,2018,12,-13.44
34,44,2018-12-12 18:00:00,0 days 00:00:00,1.7456593023853952,55.0,1.7456593023853952,2018_12_12_18_lat8p028S.geojson,2018_12_12_18,2018-12-11 18:00:00,0,2018,12,-8.028
35,45,2018-12-12 21:00:00,0 days 04:00:00,18.97303703795665,55.0,6.441721707092279,2018_12_12_21_lat1p355N.geojson,2018_12_12_21,2018-12-11 17:00:00,0,2018,12,1.355
36,46,2018-12-12 17:00:00,0 days 00:00:00,7.973720225317413,55.0,7.973720225317413,2018_12_12_17_lat8p728S.geojson,2018_12_12_17,2018-12-11 17:00:00,0,2018,12,-8.728
37,47,2018-12-12 16:00:00,0 days 00:00:00,13.583472341756815,55.0,13.583472341756815,2018_12_12_16_lat8p912S.geojson,2018_12_12_16,2018-12-11 16:00:00,0,2018,12,-8.912
38,48,2018-12-16 04:00:00,3 days 16:00:00,1045.9696181526306,55.0,23.849936347165134,2018_12_16_04_lat16p98S.geojson,2018_12_16_04,2018-12-12 12:00:00,3,2018,12,-16.98
39,49,2018-12-12 02:00:00,0 days 03:00:00,413.05398508899697,55.0,120.14894237404296,2018_12_12_02_lat10p99S.geojson,2018_12_12_02,2018-12-10 23:00:00,0,2018,12,-10.99
40,50,2018-12-11 16:00:00,0 days 00:00:00,41.73939470618796,55.0,41.73939470618796,2018_12_11_16_lat8p579S.geojson,2018_12_11_16,2018-12-10 16:00:00,0,2018,12,-8.579
41,51,2018-12-11 13:00:00,0 days 01:00:00,4.526391039127782,55.0,2.845397864366893,2018_12_11_13_lat4p288N.geojson,2018_12_11_13,2018-12-10 12:00:00,0,2018,12,4.288
42,52,2018-12-12 09:00:00,1 days 18:00:00,1029.4433478173014,55.0,57.27429548587272,2018_12_12_09_lat2p843N.geojson,2018_12_12_09,2018-12-10 15:00:00,1,2018,12,2.843
43,53,2018-12-11 11:00:00,0 days 20:00:00,866.4207766917856,55.0,57.27429548587272,2018_12_11_11_lat4p098N.geojson,2018_12_11_11,2018-12-09 15:00:00,0,2018,12,4.098
44,54,2018-12-10 13:00:00,0 days 00:00:00,2.1340644017339416,55.0,2.1340644017339416,2018_12_10_13_lat13p33S.geojson,2018_12_10_13,2018-12-09 13:00:00,0,2018,12,-13.33
45,55,2018-12-10 07:00:00,0 days 01:00:00,2.4416511685888365,55.0,1.3774005078997362,2018_12_10_07_lat0p509S.geojson,2018_12_10_07,2018-12-09 06:00:00,0,2018,12,-0.509
46,56,2018-12-12 15:00:00,2 days 10:00:00,1070.254595938822,55.0,58.20378508269962,2018_12_12_15_lat8p811S.geojson,2018_12_12_15,2018-12-10 05:00:00,2,2018,12,-8.811
47,57,2018-12-10 04:00:00,0 days 00:00:00,2.4142607197299157,55.0,2.4142607197299157,2018_12_10_04_lat2p823S.geojson,2018_12_10_04,2018-12-09 04:00:00,0,2018,12,-2.823
48,58,2018-12-10 04:00:00,0 days 00:00:00,1.5654438971625555,55.0,1.5654438971625555,2018_12_10_04_lat1p335S.geojson,2018_12_10_04,2018-12-09 04:00:00,0,2018,12,-1.335
49,59,2018-12-09 23:00:00,0 days 03:00:00,7.570784431530015,55.0,2.1723792996310123,2018_12_09_23_lat0p910N.geojson,2018_12_09_23,2018-12-08 20:00:00,0,2018,12,0.91
50,60,2018-12-09 18:00:00,0 days 00:00:00,1.2742818271705951,55.0,1.2742818271705951,2018_12_09_18_lat4p924S.geojson,2018_12_09_18,2018-12-08 18:00:00,0,2018,12,-4.924
51,61,2018-12-09 19:00:00,0 days 02:00:00,4.21192688409804,55.0,1.5637306983092982,2018_12_09_19_lat2p293S.geojson,2018_12_09_19,2018-12-08 17:00:00,0,2018,12,-2.293
52,62,2018-12-09 17:00:00,0 days 01:00:00,3.9653904885568094,55.0,2.2711402591908167,2018_12_09_17_lat4p999S.geojson,2018_12_09_17,2018-12-08 16:00:00,0,2018,12,-4.999
53,63,2018-12-09 11:00:00,0 days 10:00:00,179.6854187297472,55.0,20.10748035811702,2018_12_09_11_lat8p190S.geojson,2018_12_09_11,2018-12-08 01:00:00,0,2018,12,-8.19
54,64,2018-12-09 00:00:00,0 days 00:00:00,2.0101521684204235,55.0,2.0101521684204235,2018_12_09_00_lat17p82S.geojson,2018_12_09_00,2018-12-08 00:00:00,0,2018,12,-17.82
55,65,2018-12-09 01:00:00,0 days 04:00:00,9.695929502932094,55.0,2.392188490001131,2018_12_09_01_lat1p182N.geojson,2018_12_09_01,2018-12-07 21:00:00,0,2018,12,1.182
56,66,2018-12-09 05:00:00,0 days 13:00:00,114.2168801274631,55.0,11.535984226633504,2018_12_09_05_lat12p71S.geojson,2018_12_09_05,2018-12-07 16:00:00,0,2018,12,-12.71
57,67,2018-12-12 05:00:00,3 days 14:00:00,1570.7506485251156,55.0,43.2057781227536,2018_12_12_05_lat17p90S.geojson,2018_12_12_05,2018-12-08 15:00:00,3,2018,12,-17.9
58,68,2018-12-10 11:00:00,1 days 20:00:00,386.8938213976624,55.0,25.171825206904064,2018_12_10_11_lat15p31S.geojson,2018_12_10_11,2018-12-08 15:00:00,1,2018,12,-15.31
59,69,2018-12-08 23:00:00,0 days 08:00:00,37.44613106766572,55.0,4.9570425493121055,2018_12_08_23_lat17p86S.geojson,2018_12_08_23,2018-12-07 15:00:00,0,2018,12,-17.86
60,70,2018-12-08 13:00:00,0 days 00:00:00,3.4361131278702643,55.0,3.4361131278702643,2018_12_08_13_lat12p06S.geojson,2018_12_08_13,2018-12-07 13:00:00,0,2018,12,-12.06
61,71,2018-12-08 14:00:00,0 days 02:00:00,5.6406832691460975,55.0,2.276883189683325,2018_12_08_14_lat17p71S.geojson,2018_12_08_14,2018-12-07 12:00:00,0,2018,12,-17.71
62,72,2018-12-08 14:00:00,0 days 18:00:00,383.1675394081921,55.0,31.90510009893426,2018_12_08_14_lat6p436S.geojson,2018_12_08_14,2018-12-06 20:00:00,0,2018,12,-6.436
63,73,2018-12-06 21:00:00,0 days 04:00:00,6.057115665379998,55.0,1.367425198354034,2018_12_06_21_lat1p934S.geojson,2018_12_06_21,2018-12-05 17:00:00,0,2018,12,-1.934
64,74,2018-12-06 17:00:00,0 days 00:00:00,3.3776242256607687,55.0,3.3776242256607687,2018_12_06_17_lat14p41S.geojson,2018_12_06_17,2018-12-05 17:00:00,0,2018,12,-14.41
65,75,2018-12-06 15:00:00,0 days 00:00:00,2.543587778425332,55.0,2.543587778425332,2018_12_06_15_lat14p72S.geojson,2018_12_06_15,2018-12-05 15:00:00,0,2018,12,-14.72
66,76,2018-12-06 14:00:00,0 days 00:00:00,1.0111020341467094,55.0,1.0111020341467094,2018_12_06_14_lat14p82S.geojson,2018_12_06_14,2018-12-05 14:00:00,0,2018,12,-14.82
67,77,2018-12-06 11:00:00,0 days 08:00:00,49.99269569735237,55.0,10.156168692557635,2018_12_06_11_lat12p23S.geojson,2018_12_06_11,2018-12-05 03:00:00,0,2018,12,-12.23
68,78,2018-12-05 23:00:00,0 days 17:00:00,1690.6516404822794,55.0,106.95715672446416,2018_12_05_23_lat3p263N.geojson,2018_12_05_23,2018-12-04 06:00:00,0,2018,12,3.263
69,79,2018-12-05 08:00:00,0 days 05:00:00,475.78237742413785,55.0,83.69468709009068,2018_12_05_08_lat8p674S.geojson,2018_12_05_08,2018-12-04 03:00:00,0,2018,12,-8.674
70,80,2018-12-04 22:00:00,0 days 01:00:00,162.37938593535955,55.0,81.46405275566265,2018_12_04_22_lat4p265N.geojson,2018_12_04_22,2018-12-03 21:00:00,0,2018,12,4.265
71,81,2018-12-04 19:00:00,0 days 05:00:00,530.8990782534979,55.0,90.71250274268124,2018_12_04_19_lat4p641N.geojson,2018_12_04_19,2018-12-03 14:00:00,0,2018,12,4.641
72,82,2018-12-03 21:00:00,0 days 02:00:00,4.372582801112908,55.0,1.5524918420924432,2018_12_03_21_lat1p155S.geojson,2018_12_03_21,2018-12-02 19:00:00,0,2018,12,-1.155
73,83,2018-12-01 17:00:00,0 days 03:00:00,7.730295698052867,55.0,2.1643942138821304,2018_12_01_17_lat5p281N.geojson,2018_12_01_17,2018-11-30 14:00:00,0,2018,12,5.281
74,84,2018-12-01 04:00:00,0 days 01:00:00,2.235146576430173,55.0,1.225444852374746,2018_12_01_04_lat7p343N.geojson,2018_12_01_04,2018-11-30 03:00:00,0,2018,12,7.343
75,85,2018-12-02 11:00:00,3 days 05:00:00,18060.64974331927,55.0,390.42672009498176,2018_12_02_11_lat2p594N.geojson,2018_12_02_11,2018-11-29 06:00:00,3,2018,12,2.594
76,86,2018-12-01 20:00:00,2 days 14:00:00,14673.99279876806,55.0,390.42672009498176,2018_12_01_20_lat1p400N.geojson,2018_12_01_20,2018-11-29 06:00:00,2,2018,12,1.4
77,87,2018-11-29 00:00:00,0 days 00:00:00,46.46827842922044,55.0,46.46827842922044,2018_11_29_00_lat5p222N.geojson,2018_11_29_00,2018-11-28 00:00:00,0,2018,11,5.222
78,88,2018-11-21 19:00:00,0 days 00:00:00,1.1965242399688278,55.0,1.1965242399688278,2018_11_21_19_lat6p965S.geojson,2018_11_21_19,2018-11-20 19:00:00,0,2018,11,-6.965
79,89,2018-11-21 18:00:00,0 days 01:00:00,2.972448438555649,55.0,1.5151058048974944,2018_11_21_18_lat6p958S.geojson,2018_11_21_18,2018-11-20 17:00:00,0,2018,11,-6.958
80,90,2018-11-21 14:00:00,0 days 01:00:00,3.858982883341485,55.0,2.0938340521072107,2018_11_21_14_lat6p744S.geojson,2018_11_21_14,2018-11-20 13:00:00,0,2018,11,-6.744
81,91,2018-11-21 12:00:00,0 days 00:00:00,2.6125260209096925,55.0,2.6125260209096925,2018_11_21_12_lat6p762S.geojson,2018_11_21_12,2018-11-20 12:00:00,0,2018,11,-6.762
82,92,2018-11-21 11:00:00,0 days 00:00:00,3.188324768952773,55.0,3.188324768952773,2018_11_21_11_lat6p796S.geojson,2018_11_21_11,2018-11-20 11:00:00,0,2018,11,-6.796
83,93,2018-11-21 10:00:00,0 days 00:00:00,3.7001464327047406,55.0,3.7001464327047406,2018_11_21_10_lat6p819S.geojson,2018_11_21_10,2018-11-20 10:00:00,0,2018,11,-6.819
84,94,2018-11-20 12:00:00,0 days 00:00:00,1.254065829327896,55.0,1.254065829327896,2018_11_20_12_lat4p627S.geojson,2018_11_20_12,2018-11-19 12:00:00,0,2018,11,-4.627
85,95,2018-11-21 09:00:00,1 days 11:00:00,170.19285386415032,55.0,6.452072408048279,2018_11_21_09_lat6p831S.geojson,2018_11_21_09,2018-11-19 22:00:00,1,2018,11,-6.831
86,96,2018-11-18 21:00:00,0 days 02:00:00,5.271363870837372,55.0,2.071592002639025,2018_11_18_21_lat0p428N.geojson,2018_11_18_21,2018-11-17 19:00:00,0,2018,11,0.428
87,97,2018-11-17 02:00:00,0 days 00:00:00,1.1488661706297023,55.0,1.1488661706297023,2018_11_17_02_lat2p342N.geojson,2018_11_17_02,2018-11-16 02:00:00,0,2018,11,2.342
88,98,2018-11-17 00:00:00,0 days 00:00:00,1.246987971118522,55.0,1.246987971118522,2018_11_17_00_lat8p286S.geojson,2018_11_17_00,2018-11-16 00:00:00,0,2018,11,-8.286
89,99,2018-11-16 23:00:00,0 days 00:00:00,2.0630981591399187,55.0,2.0630981591399187,2018_11_16_23_lat8p354S.geojson,2018_11_16_23,2018-11-15 23:00:00,0,2018,11,-8.354
90,100,2018-11-16 22:00:00,0 days 00:00:00,2.808614950111076,55.0,2.808614950111076,2018_11_16_22_lat8p383S.geojson,2018_11_16_22,2018-11-15 22:00:00,0,2018,11,-8.383
91,101,2018-11-16 12:00:00,0 days 03:00:00,5.267846816596933,55.0,1.4622572103003866,2018_11_16_12_lat12p29S.geojson,2018_11_16_12,2018-11-15 09:00:00,0,2018,11,-12.29
92,102,2018-11-20 11:00:00,7 days 00:00:00,1892.647086291892,55.0,21.949571585564215,2018_11_20_11_lat4p616S.geojson,2018_11_20_11,2018-11-13 11:00:00,7,2018,11,-4.616
93,103,2018-11-11 21:00:00,0 days 07:00:00,31.549074660825227,55.0,4.201480202032526,2018_11_11_21_lat1p269N.geojson,2018_11_11_21,2018-11-10 14:00:00,0,2018,11,1.269
94,104,2018-11-11 13:00:00,0 days 00:00:00,2.7088846089224385,55.0,2.7088846089224385,2018_11_11_13_lat1p284N.geojson,2018_11_11_13,2018-11-10 13:00:00,0,2018,11,1.284
95,105,2018-11-11 12:00:00,0 days 00:00:00,1.7149947451432674,55.0,1.7149947451432674,2018_11_11_12_lat1p175N.geojson,2018_11_11_12,2018-11-10 12:00:00,0,2018,11,1.175
96,106,2018-11-18 01:00:00,6 days 18:00:00,2175.781322316125,55.0,25.533184898306995,2018_11_18_01_lat3p591N.geojson,2018_11_18_01,2018-11-11 07:00:00,6,2018,11,3.591
97,107,2018-11-17 01:00:00,5 days 18:00:00,2059.3682661091634,55.0,25.533184898306995,2018_11_17_01_lat2p610N.geojson,2018_11_17_01,2018-11-11 07:00:00,5,2018,11,2.61
98,108,2018-11-13 22:00:00,2 days 15:00:00,843.7365676396931,55.0,25.533184898306995,2018_11_13_22_lat3p367N.geojson,2018_11_13_22,2018-11-11 07:00:00,2,2018,11,3.367
99,109,2018-11-16 21:00:00,7 days 01:00:00,2667.6861528738714,55.0,74.51399097648024,2018_11_16_21_lat8p412S.geojson,2018_11_16_21,2018-11-09 20:00:00,7,2018,11,-8.412
100,110,2018-11-16 19:00:00,6 days 23:00:00,2661.545156203779,55.0,74.51399097648024,2018_11_16_19_lat5p850S.geojson,2018_11_16_19,2018-11-09 20:00:00,6,2018,11,-5.85
101,111,2018-11-12 04:00:00,2 days 08:00:00,969.0153155446052,55.0,74.51399097648024,2018_11_12_04_lat17p17S.geojson,2018_11_12_04,2018-11-09 20:00:00,2,2018,11,-17.17
102,112,2018-11-09 10:00:00,0 days 06:00:00,10.780347557609865,55.0,1.777258042653977,2018_11_09_10_lat5p242S.geojson,2018_11_09_10,2018-11-08 04:00:00,0,2018,11,-5.242
103,113,2018-11-10 23:00:00,2 days 10:00:00,279.3838946678417,55.0,9.45622413502218,2018_11_10_23_lat4p029N.geojson,2018_11_10_23,2018-11-08 13:00:00,2,2018,11,4.029
104,114,2018-11-09 03:00:00,1 days 11:00:00,160.75936174098138,55.0,7.588387971965687,2018_11_09_03_lat5p532S.geojson,2018_11_09_03,2018-11-07 16:00:00,1,2018,11,-5.532
105,115,2018-10-27 17:00:00,0 days 08:00:00,68.67387230799865,55.0,11.018199601917166,2018_10_27_17_lat0p633N.geojson,2018_10_27_17,2018-10-26 09:00:00,0,2018,10,0.633
106,116,2018-10-26 21:00:00,0 days 00:00:00,1.3158259059583124,55.0,1.3158259059583124,2018_10_26_21_lat2p182N.geojson,2018_10_26_21,2018-10-25 21:00:00,0,2018,10,2.182
107,117,2018-10-26 20:00:00,0 days 00:00:00,1.6840731330451943,55.0,1.6840731330451943,2018_10_26_20_lat2p192N.geojson,2018_10_26_20,2018-10-25 20:00:00,0,2018,10,2.192
108,118,2018-10-26 22:00:00,0 days 05:00:00,11.474315526757293,55.0,2.2908549960508457,2018_10_26_22_lat1p933S.geojson,2018_10_26_22,2018-10-25 17:00:00,0,2018,10,-1.933
109,119,2018-10-26 19:00:00,0 days 04:00:00,10.330015539004968,55.0,2.280347979191497,2018_10_26_19_lat2p209N.geojson,2018_10_26_19,2018-10-25 15:00:00,0,2018,10,2.209
110,120,2018-10-25 20:00:00,0 days 00:00:00,4.239155167676715,55.0,4.239155167676715,2018_10_25_20_lat1p769N.geojson,2018_10_25_20,2018-10-24 20:00:00,0,2018,10,1.769
111,121,2018-10-26 00:00:00,1 days 10:00:00,303.9279757417369,55.0,17.013448893201208,2018_10_26_00_lat2p232N.geojson,2018_10_26_00,2018-10-24 14:00:00,1,2018,10,2.232
112,122,2018-10-24 13:00:00,0 days 00:00:00,2.966530325220235,55.0,2.966530325220235,2018_10_24_13_lat2p207N.geojson,2018_10_24_13,2018-10-23 13:00:00,0,2018,10,2.207
113,123,2018-10-24 12:00:00,0 days 00:00:00,1.977558284560467,55.0,1.977558284560467,2018_10_24_12_lat2p219N.geojson,2018_10_24_12,2018-10-23 12:00:00,0,2018,10,2.219
114,124,2018-10-24 11:00:00,0 days 00:00:00,1.1384881341386297,55.0,1.1384881341386297,2018_10_24_11_lat2p281N.geojson,2018_10_24_11,2018-10-23 11:00:00,0,2018,10,2.281
115,125,2018-10-24 02:00:00,0 days 03:00:00,4.492333552583627,55.0,1.219135394271807,2018_10_24_02_lat9p446N.geojson,2018_10_24_02,2018-10-22 23:00:00,0,2018,10,9.446
116,126,2018-10-25 18:00:00,2 days 00:00:00,1144.5504342689069,55.0,161.37947775439224,2018_10_25_18_lat6p507S.geojson,2018_10_25_18,2018-10-23 18:00:00,2,2018,10,-6.507
117,127,2018-10-25 17:00:00,1 days 23:00:00,1144.3166886095382,55.0,161.37947775439224,2018_10_25_17_lat3p895S.geojson,2018_10_25_17,2018-10-23 18:00:00,1,2018,10,-3.895
118,128,2018-10-23 15:00:00,0 days 00:00:00,1.26161870959024,55.0,1.26161870959024,2018_10_23_15_lat8p792N.geojson,2018_10_23_15,2018-10-22 15:00:00,0,2018,10,8.792
119,129,2018-10-23 00:00:00,0 days 00:00:00,1.1513750179072586,55.0,1.1513750179072586,2018_10_23_00_lat13p47S.geojson,2018_10_23_00,2018-10-22 00:00:00,0,2018,10,-13.47
120,130,2018-10-16 05:00:00,0 days 08:00:00,23.75473104340649,55.0,2.8397825286255096,2018_10_16_05_lat14p29N.geojson,2018_10_16_05,2018-10-14 21:00:00,0,2018,10,14.29
121,131,2018-10-15 20:00:00,0 days 00:00:00,2.4074359352367614,55.0,2.4074359352367614,2018_10_15_20_lat14p07N.geojson,2018_10_15_20,2018-10-14 20:00:00,0,2018,10,14.07
122,132,2018-10-15 19:00:00,0 days 00:00:00,1.9017142877213853,55.0,1.9017142877213853,2018_10_15_19_lat14p11N.geojson,2018_10_15_19,2018-10-14 19:00:00,0,2018,10,14.11
123,133,2018-10-15 18:00:00,0 days 00:00:00,1.3697193883715562,55.0,1.3697193883715562,2018_10_15_18_lat14p17N.geojson,2018_10_15_18,2018-10-14 18:00:00,0,2018,10,14.17
124,134,2018-10-15 08:00:00,0 days 00:00:00,1.8741742469466351,55.0,1.8741742469466351,2018_10_15_08_lat14p49N.geojson,2018_10_15_08,2018-10-14 08:00:00,0,2018,10,14.49
125,135,2018-10-15 07:00:00,0 days 00:00:00,3.330464611376509,55.0,3.330464611376509,2018_10_15_07_lat14p71N.geojson,2018_10_15_07,2018-10-14 07:00:00,0,2018,10,14.71
126,136,2018-10-15 06:00:00,0 days 00:00:00,4.295421891578744,55.0,4.295421891578744,2018_10_15_06_lat14p67N.geojson,2018_10_15_06,2018-10-14 06:00:00,0,2018,10,14.67
127,137,2018-10-22 15:00:00,8 days 01:00:00,5261.462676095129,55.0,113.82094945195416,2018_10_22_15_lat9p781N.geojson,2018_10_22_15,2018-10-14 14:00:00,8,2018,10,9.781
128,138,2018-10-15 05:00:00,6 days 08:00:00,6556.689566456151,55.0,88.65681875763003,2018_10_15_05_lat14p60N.geojson,2018_10_15_05,2018-10-08 21:00:00,6,2018,10,14.6
129,139,2018-10-13 22:00:00,5 days 01:00:00,6234.996199131958,55.0,88.65681875763003,2018_10_13_22_lat18p76N.geojson,2018_10_13_22,2018-10-08 21:00:00,5,2018,10,18.76
130,140,2018-10-05 20:00:00,0 days 00:00:00,1.5240553046062038,55.0,1.5240553046062038,2018_10_05_20_lat4p725N.geojson,2018_10_05_20,2018-10-04 20:00:00,0,2018,10,4.725
131,141,2018-10-05 19:00:00,1 days 04:00:00,102.06156077754017,55.0,7.089229430201321,2018_10_05_19_lat5p127N.geojson,2018_10_05_19,2018-10-04 15:00:00,1,2018,10,5.127
132,142,2018-10-04 14:00:00,0 days 01:00:00,4.344443095493473,55.0,2.495301884098193,2018_10_04_14_lat5p970N.geojson,2018_10_04_14,2018-10-03 13:00:00,0,2018,10,5.97
133,143,2018-10-04 04:00:00,0 days 02:00:00,9.983855575094264,55.0,3.8672146181558342,2018_10_04_04_lat7p474N.geojson,2018_10_04_04,2018-10-03 02:00:00,0,2018,10,7.474
134,144,2018-10-03 20:00:00,0 days 02:00:00,4.065885611340082,55.0,1.5458553262045998,2018_10_03_20_lat8p311N.geojson,2018_10_03_20,2018-10-02 18:00:00,0,2018,10,8.311
135,145,2018-10-03 09:00:00,0 days 22:00:00,71.33318539022893,55.0,6.400752148411671,2018_10_03_09_lat5p592N.geojson,2018_10_03_09,2018-10-01 11:00:00,0,2018,10,5.592
136,146,2018-09-27 17:00:00,1 days 16:00:00,1189.908184717247,55.0,48.24152630520833,2018_09_27_17_lat4p514S.geojson,2018_09_27_17,2018-09-26 01:00:00,1,2018,9,-4.514
